"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"ZMB","Zambia","ZMB.1_1","Central",2217782.00661246,0.488683666745596,0.447556440565546,2018
"ZMB","Zambia","ZMB.2_1","Copperbelt",2427935.13723242,0.538483592742095,0.591975530633608,2018
"ZMB","Zambia","ZMB.3_1","Eastern",1976035.28108978,0.595806848649021,0.584310905587483,2018
"ZMB","Zambia","ZMB.4_1","Luapula",1446543.02660691,0.629876325985995,0.680624492761519,2018
"ZMB","Zambia","ZMB.5_1","Lusaka",2642969.90045067,0.516491135120168,0.393642290026577,2018
"ZMB","Zambia","ZMB.6_1","Muchinga",947339.677308306,0.635582482905409,0.6085781444643,2018
"ZMB","Zambia","ZMB.7_1","North-Western",972717.470854998,0.538917397026331,0.549481314559785,2018
"ZMB","Zambia","ZMB.8_1","Northern",1486280.27198653,0.602581300166035,0.607135994219937,2018
"ZMB","Zambia","ZMB.9_1","Southern",2040240.82006555,0.503685377104948,0.510650573428661,2018
"ZMB","Zambia","ZMB.10_1","Western",1048226.25818041,0.560207720431481,0.584881398263136,2018
"ZWE","Zimbabwe","ZWE.1_1","Bulawayo",622147.906991959,0.244898139809569,0.245103887090157,2018
"ZWE","Zimbabwe","ZWE.2_1","Harare",2168419.82740402,0.25725343061818,0.257463468113401,2018
"ZWE","Zimbabwe","ZWE.3_1","Manicaland",1849300.38308671,0.30427155367088,0.319536392206779,2018
"ZWE","Zimbabwe","ZWE.4_1","Mashonaland Central",1243246.15499622,0.313789556750072,0.29804832666438,2018
"ZWE","Zimbabwe","ZWE.5_1","Mashonaland East",1543898.48604292,0.271219898672665,0.261781411298132,2018
"ZWE","Zimbabwe","ZWE.6_1","Mashonaland West",1776971.02058267,0.285228573338537,0.271397285201868,2018
"ZWE","Zimbabwe","ZWE.7_1","Masvingo",1594646.09722772,0.294758857569556,0.29061305740765,2018
"ZWE","Zimbabwe","ZWE.8_1","Matabeleland North",787694.122161999,0.241579115590311,0.24532678391562,2018
"ZWE","Zimbabwe","ZWE.9_1","Matabeleland South",701721.083911143,0.272619896771531,0.270605320055075,2018
"ZWE","Zimbabwe","ZWE.10_1","Midlands",1699657.3483101,0.258948138308417,0.266175055819254,2018
