"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year"
"SYC","Seychelles","SYC.1_1","Anse aux Pins",0,NA,NA,2017
"SYC","Seychelles","SYC.2_1","Anse Boileau",7921.79402923584,NA,0,2017
"SYC","Seychelles","SYC.3_1","Anse Étoile",0,NA,NA,2017
"SYC","Seychelles","SYC.4_1","Anse Royale",0,NA,NA,2017
"SYC","Seychelles","SYC.5_1","Au Cap",0,NA,NA,2017
"SYC","Seychelles","SYC.6_1","Baie Lazare",6960.51704406738,NA,0,2017
"SYC","Seychelles","SYC.7_1","Baie Sainte Anne",3144.01573944092,NA,0,2017
"SYC","Seychelles","SYC.8_1","Beau Vallon",0,NA,NA,2017
"SYC","Seychelles","SYC.9_1","Bel Air",0,NA,NA,2017
"SYC","Seychelles","SYC.10_1","Belombre",0,NA,NA,2017
"SYC","Seychelles","SYC.11_1","Cascade",0,NA,NA,2017
"SYC","Seychelles","SYC.12_1","English River",19765.29296875,NA,0,2017
"SYC","Seychelles","SYC.13_1","Glacis",5276.50296020508,NA,0,2017
"SYC","Seychelles","SYC.14_1","Grand' Anse",0,NA,NA,2017
"SYC","Seychelles","SYC.15_1","Grand'Anse Praslin",2913.38941955566,NA,0,2017
"SYC","Seychelles","SYC.16_1","La Digue and Inner Islands",3009.31267642975,NA,0,2017
"SYC","Seychelles","SYC.17_1","Les Mamelles",0,NA,NA,2017
"SYC","Seychelles","SYC.18_1","Mont Buxton",0,NA,NA,2017
"SYC","Seychelles","SYC.19_1","Mont Fleuri",0,NA,NA,2017
"SYC","Seychelles","SYC.20_1","Outer Islands",250.972339570522,0,0,2017
"SYC","Seychelles","SYC.21_1","Plaisance",11598.9690322876,NA,0,2017
"SYC","Seychelles","SYC.22_1","Pointe La Rue",0,NA,NA,2017
"SYC","Seychelles","SYC.23_1","Port Glaud",1902.18559646606,NA,0,2017
"SYC","Seychelles","SYC.24_1","Roche Caïman",0,NA,NA,2017
"SYC","Seychelles","SYC.25_1","Saint Louis",0,NA,NA,2017
"SYC","Seychelles","SYC.26_1","Takamaka",2391.58177185059,NA,0,2017
"TCD","Chad","TCD.1_1","Barh el Ghazel",381222.583749533,0.38706104366024,0.477205180378468,2017
"TCD","Chad","TCD.2_1","Batha",634459.156372964,0.430495861347702,0.468951576478669,2017
"TCD","Chad","TCD.3_1","Borkou",202902.27899918,0.256572654898756,0.321476107981476,2017
"TCD","Chad","TCD.4_1","Chari-Baguirmi",797352.822158158,0.633617068178417,0.645227822495563,2017
"TCD","Chad","TCD.5_1","Ennedi Est",221696.219736479,0.190149153303623,0.270066236488647,2017
"TCD","Chad","TCD.6_1","Ennedi Ouest",88870.8559030965,0.196713856435708,0.260003591918861,2017
"TCD","Chad","TCD.7_1","Guéra",713928.2509377,0.531579375410113,0.523987971007349,2017
"TCD","Chad","TCD.8_1","Hadjer-Lamis",706162.63390854,0.555476263949746,0.56081402142729,2017
"TCD","Chad","TCD.9_1","Kanem",480134.846532136,0.388247850660904,0.509671850704202,2017
"TCD","Chad","TCD.10_1","Lac",564505.640840292,0.623124222858046,0.624617517231044,2017
"TCD","Chad","TCD.11_1","Logone Occidental",786955.090202332,0.548623634803863,0.549468513406804,2017
"TCD","Chad","TCD.12_1","Logone Oriental",1119675.14103365,0.539938955349773,0.546703631803571,2017
"TCD","Chad","TCD.13_1","Mandoul",795132.422488391,0.52936788777198,0.534559460951397,2017
"TCD","Chad","TCD.14_1","Mayo-Kebbi Est",959685.583752036,0.728349562382923,0.712162615120638,2017
"TCD","Chad","TCD.15_1","Mayo-Kebbi Ouest",691420.920541167,0.605458490253528,0.600133166711623,2017
"TCD","Chad","TCD.16_1","Moyen-Chari",751148.241301753,0.561352888955415,0.561985383748172,2017
"TCD","Chad","TCD.17_1","Ouaddaï",1019891.85331726,0.462496039835745,0.461212060537596,2017
"TCD","Chad","TCD.18_1","Salamat",387283.576972127,0.505726028553999,0.516079684828155,2017
"TCD","Chad","TCD.19_1","Sila",548286.423512459,0.493191828959984,0.493667295923117,2017
"TCD","Chad","TCD.20_1","Tandjilé",793593.252793312,0.579511571225625,0.599021605396663,2017
"TCD","Chad","TCD.21_1","Tibesti",36353.2103623003,0.152117435927953,0.170747313021499,2017
"TCD","Chad","TCD.22_1","Ville de N'Djamena",1072156.60624313,0.655527826398611,0.644721116190507,2017
"TCD","Chad","TCD.23_1","Wadi Fira",855042.762459159,0.397601947559053,0.402931991598727,2017
